venda_id;data;cliente_id;produto_id;rep_id;regiao;uf;canal;qtd;preco_unit;desconto;receita_bruta;receita_liquida
7403;29/10/2024 00:00;213;42;22;Centro-Oeste;MT;Varejo;10;76,69;0,07;766,9;713,22
7404;25/07/2024 00:00;211;11;24;Sul;SC;Varejo;10;111,19;0,1;1111,9;1000,71
7405;19/03/2024 00:00;83;17;16;Sul;RS;Varejo;12;108,51;0,02;1302,12;1276,08
7406;12/10/2024 00:00;42;31;19;Sul;SC;Varejo;4;152,22;0,06;608,88;572,35
7407;10/11/2024 00:00;52;35;25;Norte;TO;Hospitalar;12;51,3;0,02;615,6;603,29
7408;29/07/2024 00:00;118;36;21;Nordeste;MA;Varejo;19;28;0,1;532;478,8
7409;06/09/2024 00:00;38;42;15;Norte;RR;Varejo;9;70,92;0,07;638,28;593,6
7410;17/05/2024 00:00;90;25;22;Centro-Oeste;DF;Varejo;12;160,83;0,13;1929,96;1679,07
7411;18/08/2024 00:00;140;38;19;Sul;RS;Varejo;12;170,05;0,14;2040,6;1754,92
7412;30/12/2024 00:00;41;54;19;Centro-Oeste;MS;Varejo;14;103;0,06;1442;1355,48
7413;05/02/2024 00:00;113;9;16;Centro-Oeste;MT;Varejo;10;138,93;0,06;1389,3;1305,94
7414;18/04/2024 00:00;59;32;18;Sul;SC;Varejo;9;120,56;0,08;1085,04;998,24
7415;18/12/2024 00:00;3;55;24;Centro-Oeste;DF;Hospitalar;14;109,11;0,01;1527,54;1512,26
7416;26/09/2024 00:00;138;7;3;Sul;RS;Varejo;7;59,49;0,16;416,43;349,8
7417;02/03/2024 00:00;143;13;3;Sul;RS;Hospitalar;3;192,5;0,09;577,5;525,52
7418;30/04/2024 00:00;68;49;23;Norte;AM;Varejo;8;122,98;0,11;983,84;875,62
7419;11/01/2024 00:00;9;5;7;Sudeste;SP;Distribuidor;4;68,98;0;275,92;275,92
7420;13/08/2024 00:00;76;44;7;Nordeste;PE;Varejo;8;46,55;0,11;372,4;331,44
7421;23/03/2024 00:00;193;1;20;Sudeste;ES;Varejo;34;180,85;0,02;6148,9;6025,92
7422;05/09/2024 00:00;120;29;2;Sudeste;SP;Varejo;35;176,46;0,11;6176,1;5496,73
7423;30/06/2024 00:00;158;17;4;Nordeste;AL;Varejo;20;91,3;0,13;1826;1588,62
7424;17/11/2024 00:00;122;17;16;Sudeste;SP;Varejo;6;101,73;0,08;610,38;561,55
7425;27/01/2024 00:00;79;54;7;Sudeste;SP;Varejo;9;110,52;0,07;994,68;925,05
7426;21/07/2024 00:00;82;18;13;Sul;PR;Varejo;25;117,79;0,05;2944,75;2797,51
7427;02/02/2024 00:00;113;28;13;Centro-Oeste;MT;Varejo;7;71,65;0,06;501,55;471,46
7428;03/10/2024 00:00;198;20;9;Centro-Oeste;DF;Varejo;25;52,21;0;1305,25;1305,25
7429;25/03/2024 00:00;46;50;20;Nordeste;PB;Varejo;2;108,21;0,12;216,42;190,45
7430;18/01/2024 00:00;128;29;7;Sudeste;ES;Varejo;12;167,84;0,12;2014,08;1772,39
7431;18/08/2024 00:00;106;35;17;Norte;PA;Hospitalar;2;61,69;0,1;123,38;111,04
7432;12/06/2024 00:00;201;49;9;Centro-Oeste;DF;Varejo;6;132,65;0,12;795,9;700,39
7433;01/09/2024 00:00;194;50;18;Nordeste;PI;Hospitalar;7;111,92;0;783,44;783,44
7434;28/05/2024 00:00;128;3;1;Sudeste;ES;Varejo;13;163,54;0,07;2126,02;1977,2
7435;30/04/2024 00:00;67;58;6;Nordeste;PE;Varejo;9;79,43;0,05;714,87;679,13
7436;23/12/2024 00:00;148;18;18;Sudeste;RJ;Varejo;3;118,47;0,05;355,41;337,64
7437;08/11/2024 00:00;41;4;6;Centro-Oeste;MS;Varejo;10;121,2;0,09;1212;1102,92
7438;13/01/2024 00:00;118;39;18;Nordeste;MA;Varejo;3;122,95;0,11;368,85;328,28
7439;19/04/2024 00:00;155;53;11;Sul;SC;Distribuidor;18;115,27;0,13;2074,86;1805,13
7440;26/06/2024 00:00;9;20;1;Sudeste;SP;Distribuidor;17;53,61;0,07;911,37;847,57
7441;19/04/2024 00:00;54;60;9;Nordeste;RN;Hospitalar;4;115,05;0,09;460,2;418,78
7442;08/05/2024 00:00;121;41;23;Norte;TO;Varejo;4;139,23;0;556,92;556,92
7443;01/01/2024 00:00;177;42;14;Sul;RS;Varejo;13;71,04;0,08;923,52;849,64
7444;19/06/2024 00:00;33;40;6;Sul;SC;Hospitalar;24;48,33;0,06;1159,92;1090,32
7445;06/09/2024 00:00;58;17;13;Sul;RS;Varejo;10;98,16;0,08;981,6;903,07
7446;24/05/2024 00:00;98;6;7;Sudeste;ES;Hospitalar;12;82,89;0,06;994,68;935
7447;06/06/2024 00:00;183;27;24;Norte;PA;Distribuidor;10;16,88;0,05;168,8;160,36
7448;05/06/2024 00:00;93;4;23;Sul;PR;Varejo;15;91,65;0,08;1374,75;1264,77
7449;08/08/2024 00:00;56;5;19;Nordeste;PE;Varejo;4;87,91;0;351,64;351,64
7450;09/03/2024 00:00;117;46;9;Sul;PR;Varejo;16;170,43;0,09;2726,88;2481,46
7451;29/07/2024 00:00;208;32;11;Sul;PR;Varejo;9;117,84;0,02;1060,56;1039,35
7452;14/12/2024 00:00;83;44;12;Sul;RS;Varejo;9;40,94;0,03;368,46;357,41
7453;21/09/2024 00:00;110;5;13;Centro-Oeste;MS;Varejo;7;75,91;0,05;531,37;504,8
7454;17/11/2024 00:00;158;23;10;Nordeste;AL;Varejo;24;56,45;0,03;1354,8;1314,16
7455;11/05/2024 00:00;56;46;9;Nordeste;PE;Varejo;7;161,88;0,09;1133,16;1031,18
7456;19/04/2024 00:00;121;28;21;Norte;TO;Varejo;6;64,62;0,04;387,72;372,21
7457;02/12/2024 00:00;29;46;20;Norte;AC;Hospitalar;7;158,21;0,04;1107,47;1063,17
7458;24/07/2024 00:00;205;44;1;Sul;SC;Varejo;43;42,95;0,07;1846,85;1717,57
7459;23/09/2024 00:00;69;29;10;Sudeste;SP;Hospitalar;5;184,9;0,13;924,5;804,32
7460;21/04/2024 00:00;88;36;7;Nordeste;PI;Varejo;11;28,24;0,11;310,64;276,47
7461;03/05/2024 00:00;42;31;11;Sul;SC;Varejo;10;146,98;0,1;1469,8;1322,82
7462;18/11/2024 00:00;12;10;9;Nordeste;PE;Varejo;13;143,37;0,02;1863,81;1826,53
7463;24/01/2024 00:00;119;50;24;Norte;AP;Varejo;10;125,96;0,08;1259,6;1158,83
7464;25/11/2024 00:00;122;12;4;Sudeste;SP;Varejo;5;111,72;0,12;558,6;491,57
7465;10/08/2024 00:00;76;24;7;Nordeste;PE;Varejo;6;96,87;0,01;581,22;575,41
7466;09/07/2024 00:00;36;60;14;Norte;AC;Distribuidor;15;129,63;0,05;1944,45;1847,23
7467;28/12/2024 00:00;149;42;25;Norte;AP;Varejo;3;77,88;0,04;233,64;224,29
7468;24/04/2024 00:00;214;58;25;Norte;RO;Varejo;7;86,18;0,03;603,26;585,16
7469;08/11/2024 00:00;68;12;18;Norte;AM;Varejo;18;108,75;0,03;1957,5;1898,78
7470;29/08/2024 00:00;217;47;19;Centro-Oeste;MS;Varejo;5;103,37;0,08;516,85;475,5
7471;20/10/2024 00:00;53;26;18;Nordeste;BA;Varejo;8;62,15;0;497,2;497,2
7472;01/07/2024 00:00;176;56;4;Sudeste;SP;Varejo;16;126,36;0,04;2021,76;1940,89
7473;22/11/2024 00:00;88;3;16;Nordeste;PI;Varejo;27;157,49;0,01;4252,23;4209,71
7474;29/08/2024 00:00;86;57;22;Sudeste;MG;Distribuidor;9;94,33;0,03;848,97;823,5
7475;26/10/2024 00:00;52;28;12;Norte;TO;Hospitalar;22;61,8;0,06;1359,6;1278,02
7476;09/09/2024 00:00;156;32;2;Sudeste;MG;Varejo;23;117,43;0,09;2700,89;2457,81
7477;30/08/2024 00:00;147;17;25;Sudeste;RJ;Varejo;16;119,47;0,06;1911,52;1796,83
7478;30/10/2024 00:00;62;33;9;Norte;AP;Varejo;10;125,67;0,06;1256,7;1181,3
7479;13/04/2024 00:00;25;19;10;Sul;PR;Varejo;11;16,41;0,03;180,51;175,09
7480;07/06/2024 00:00;62;36;21;Norte;AP;Varejo;46;25,72;0,08;1183,12;1088,47
7481;08/06/2024 00:00;201;14;1;Centro-Oeste;DF;Varejo;3;119,33;0,1;357,99;322,19
7482;30/04/2024 00:00;214;45;6;Norte;RO;Varejo;8;161,5;0,07;1292;1201,56
7483;25/05/2024 00:00;181;41;24;Sul;SC;Hospitalar;16;120,38;0,09;1926,08;1752,73
7484;31/10/2024 00:00;35;22;22;Sudeste;MG;Hospitalar;16;161;0,03;2576;2498,72
7485;15/09/2024 00:00;127;22;17;Centro-Oeste;GO;Distribuidor;6;179,35;0,09;1076,1;979,25
7486;04/09/2024 00:00;12;14;4;Nordeste;PE;Varejo;10;125,02;0,05;1250,2;1187,69
7487;17/05/2024 00:00;112;38;23;Nordeste;RN;Varejo;13;183,22;0,07;2381,86;2215,13
7488;27/08/2024 00:00;2;54;13;Centro-Oeste;DF;Hospitalar;11;103,8;0,1;1141,8;1027,62
7489;27/07/2024 00:00;200;32;9;Norte;AP;Hospitalar;7;108,32;0,09;758,24;690
7490;15/07/2024 00:00;7;10;3;Norte;RR;Varejo;12;129,74;0,03;1556,88;1510,17
7491;27/11/2024 00:00;79;35;6;Sudeste;SP;Varejo;25;57,41;0,12;1435,25;1263,02
7492;12/05/2024 00:00;76;26;12;Nordeste;PE;Varejo;9;56,51;0,01;508,59;503,5
7493;30/06/2024 00:00;45;54;11;Norte;AP;Distribuidor;11;93,89;0,06;1032,79;970,82
7494;30/12/2024 00:00;15;42;9;Centro-Oeste;DF;Varejo;16;78,83;0,16;1261,28;1059,48
7495;31/07/2024 00:00;49;50;11;Sudeste;RJ;Hospitalar;16;118,18;0,11;1890,88;1682,88
7496;03/11/2024 00:00;122;20;19;Sudeste;SP;Varejo;5;50,96;0,07;254,8;236,96
7497;04/03/2024 00:00;209;15;13;Norte;AP;Varejo;9;27,39;0,07;246,51;229,25
7498;19/04/2024 00:00;25;59;3;Sul;PR;Varejo;11;55,81;0,04;613,91;589,35
7499;04/05/2024 00:00;202;12;12;Norte;PA;Varejo;4;103,97;0,06;415,88;390,93
7500;22/01/2024 00:00;96;45;11;Sudeste;SP;Varejo;15;161,45;0,06;2421,75;2276,44
7501;31/01/2024 00:00;168;19;19;Centro-Oeste;MT;Distribuidor;13;20,18;0,12;262,34;230,86
7502;13/04/2024 00:00;155;10;20;Sul;SC;Distribuidor;5;147,19;0,04;735,95;706,51
7503;22/02/2024 00:00;28;18;21;Sudeste;RJ;Varejo;20;110,18;0,22;2203,6;1718,81
7504;08/12/2024 00:00;199;9;5;Norte;RO;Varejo;14;150,84;0;2111,76;2111,76
7505;23/01/2024 00:00;164;41;15;Sul;RS;Distribuidor;22;121,97;0,14;2683,34;2307,67
7506;20/10/2024 00:00;155;29;15;Sul;SC;Distribuidor;8;200,85;0,14;1606,8;1381,85
7507;15/08/2024 00:00;109;44;19;Sudeste;RJ;Varejo;7;35,3;0,08;247,1;227,33
7508;10/12/2024 00:00;78;8;3;Sudeste;MG;Varejo;10;119,27;0,07;1192,7;1109,21
7509;06/09/2024 00:00;55;8;2;Sul;RS;Varejo;6;111,36;0,07;668,16;621,39
7510;05/10/2024 00:00;37;8;1;Norte;TO;Distribuidor;6;93,6;0,07;561,6;522,29
7511;20/08/2024 00:00;214;48;16;Norte;RO;Varejo;31;77,82;0,01;2412,42;2388,3
7512;09/12/2024 00:00;192;32;20;Nordeste;AL;Varejo;22;118,45;0,03;2605,9;2527,72
7513;31/05/2024 00:00;211;13;10;Sul;SC;Varejo;4;181,65;0;726,6;726,6
7514;18/01/2024 00:00;25;46;20;Sul;PR;Varejo;9;156,54;0,08;1408,86;1296,15
7515;10/02/2024 00:00;149;19;11;Norte;AP;Varejo;5;16,02;0,09;80,1;72,89
7516;16/03/2024 00:00;205;20;12;Sul;SC;Varejo;11;57,58;0,11;633,38;563,71
7517;24/03/2024 00:00;1;20;7;Sul;RS;Varejo;6;48,81;0,08;292,86;269,43
7518;03/11/2024 00:00;19;31;23;Sudeste;SP;Varejo;9;145,69;0,05;1311,21;1245,65
7519;27/05/2024 00:00;119;28;18;Norte;AP;Varejo;16;76,2;0,12;1219,2;1072,9
7520;23/11/2024 00:00;83;5;15;Sul;RS;Varejo;4;74,55;0,01;298,2;295,22
7521;06/07/2024 00:00;69;18;1;Sudeste;SP;Hospitalar;5;94,69;0,07;473,45;440,31
7522;30/05/2024 00:00;130;16;16;Nordeste;MA;Varejo;14;58,6;0,05;820,4;779,38
7523;10/06/2024 00:00;189;15;23;Sul;RS;Varejo;12;31,55;0,04;378,6;363,46
7524;01/10/2024 00:00;7;25;17;Norte;RR;Varejo;13;165,03;0,04;2145,39;2059,57
7525;26/11/2024 00:00;52;25;7;Norte;TO;Hospitalar;16;183,28;0,07;2932,48;2727,21
7526;05/04/2024 00:00;117;36;7;Sul;PR;Varejo;4;32,82;0,07;131,28;122,09
7527;03/12/2024 00:00;189;60;19;Sul;RS;Varejo;23;132,13;0,11;3038,99;2704,7
7528;16/11/2024 00:00;141;5;24;Nordeste;CE;Hospitalar;39;80,55;0,11;3141,45;2795,89
7529;01/09/2024 00:00;49;25;25;Sudeste;RJ;Hospitalar;18;173,04;0,04;3114,72;2990,13
7530;28/05/2024 00:00;144;51;12;Norte;AC;Varejo;19;26,79;0,04;509,01;488,65
7531;17/05/2024 00:00;29;8;3;Norte;AC;Hospitalar;3;127,08;0,13;381,24;331,68
7532;23/06/2024 00:00;69;60;11;Sudeste;SP;Hospitalar;4;120,28;0;481,12;481,12
7533;05/10/2024 00:00;150;17;24;Sul;PR;Varejo;21;115,2;0,05;2419,2;2298,24
7534;06/10/2024 00:00;151;3;7;Sudeste;SP;Hospitalar;16;145,02;0,01;2320,32;2297,12
7535;31/12/2024 00:00;189;28;14;Sul;RS;Varejo;17;80,91;0;1375,47;1375,47
7536;15/02/2024 00:00;107;26;10;Sudeste;SP;Hospitalar;8;58,98;0,1;471,84;424,66
7537;03/07/2024 00:00;38;54;3;Norte;RR;Varejo;11;102;0,07;1122;1043,46
7538;19/03/2024 00:00;107;33;10;Sudeste;SP;Hospitalar;8;114,55;0,08;916,4;843,09
7539;26/02/2024 00:00;100;5;2;Norte;AP;Varejo;4;71,9;0,01;287,6;284,72
7540;26/02/2024 00:00;133;18;3;Nordeste;RN;Varejo;6;100,21;0,1;601,26;541,13
7541;28/01/2024 00:00;175;46;10;Centro-Oeste;MT;Varejo;8;182,09;0,09;1456,72;1325,62
7542;24/10/2024 00:00;51;20;3;Centro-Oeste;DF;Distribuidor;11;56,34;0,09;619,74;563,96
7543;04/10/2024 00:00;125;38;11;Nordeste;CE;Varejo;23;149,31;0,07;3434,13;3193,74
7544;25/12/2024 00:00;25;10;2;Sul;PR;Varejo;15;138,86;0,1;2082,9;1874,61
7545;22/08/2024 00:00;31;25;7;Centro-Oeste;GO;Hospitalar;18;181,12;0,11;3260,16;2901,54
7546;06/08/2024 00:00;170;20;7;Sul;RS;Hospitalar;25;46,56;0,13;1164;1012,68
7547;24/01/2024 00:00;122;31;24;Sudeste;SP;Varejo;7;155,78;0;1090,46;1090,46
7548;09/10/2024 00:00;63;34;5;Centro-Oeste;MS;Varejo;13;127,51;0,17;1657,63;1375,83
7549;08/04/2024 00:00;29;21;25;Norte;AC;Hospitalar;21;123,94;0,11;2602,74;2316,44
7550;02/11/2024 00:00;209;57;12;Norte;AP;Varejo;6;87,49;0,08;524,94;482,94
7551;03/02/2024 00:00;143;46;7;Sul;RS;Hospitalar;16;182,52;0,09;2920,32;2657,49
7552;19/03/2024 00:00;5;36;14;Sul;SC;Varejo;11;27,35;0,09;300,85;273,77
7553;28/07/2024 00:00;123;15;25;Sudeste;RJ;Varejo;8;30,07;0,01;240,56;238,15
7554;27/12/2024 00:00;150;7;24;Sul;PR;Varejo;20;57,89;0,13;1157,8;1007,29
7555;06/12/2024 00:00;37;47;20;Norte;TO;Distribuidor;10;103,18;0,14;1031,8;887,35
7556;25/06/2024 00:00;152;16;17;Norte;AM;Distribuidor;24;70,8;0,07;1699,2;1580,26
7557;07/06/2024 00:00;176;25;22;Sudeste;SP;Varejo;14;186,56;0,12;2611,84;2298,42
7558;02/02/2024 00:00;54;30;9;Nordeste;RN;Hospitalar;9;130,93;0,07;1178,37;1095,88
7559;25/04/2024 00:00;209;53;18;Norte;AP;Varejo;16;125,5;0,08;2008;1847,36
7560;12/02/2024 00:00;146;55;22;Sul;SC;Varejo;24;85;0,09;2040;1856,4
7561;12/01/2024 00:00;203;35;8;Centro-Oeste;MT;Hospitalar;13;59,99;0,14;779,87;670,69
7562;09/04/2024 00:00;153;35;6;Nordeste;MA;Varejo;12;59,12;0,11;709,44;631,4
7563;09/02/2024 00:00;94;18;13;Sul;PR;Hospitalar;10;107,53;0,09;1075,3;978,52
7564;29/05/2024 00:00;146;1;12;Sul;SC;Varejo;8;155,3;0,04;1242,4;1192,7
7565;28/12/2024 00:00;45;6;21;Norte;AP;Distribuidor;24;82,97;0,1;1991,28;1792,15
7566;28/06/2024 00:00;80;12;24;Sudeste;SP;Varejo;9;115,59;0,09;1040,31;946,68
7567;10/08/2024 00:00;28;23;13;Sudeste;RJ;Varejo;2;59,76;0,09;119,52;108,76
7568;27/03/2024 00:00;50;43;5;Sul;PR;Varejo;5;149,72;0,03;748,6;726,14
7569;06/11/2024 00:00;73;59;21;Nordeste;RN;Varejo;9;47,3;0,04;425,7;408,67
7570;30/07/2024 00:00;111;17;3;Centro-Oeste;MS;Varejo;12;88,62;0,02;1063,44;1042,17
7571;18/05/2024 00:00;72;31;10;Norte;PA;Varejo;9;144,85;0,06;1303,65;1225,43
7572;25/03/2024 00:00;144;43;11;Norte;AC;Varejo;10;140,23;0,18;1402,3;1149,89
7573;19/11/2024 00:00;105;50;25;Nordeste;MA;Hospitalar;2;127,79;0,04;255,58;245,36
7574;20/03/2024 00:00;50;4;8;Sul;PR;Varejo;15;96,77;0,04;1451,55;1393,49
7575;15/01/2024 00:00;130;57;22;Nordeste;MA;Varejo;4;93,68;0,08;374,72;344,74
7576;14/02/2024 00:00;47;34;18;Sul;RS;Hospitalar;9;124,36;0,14;1119,24;962,55
7577;21/04/2024 00:00;183;40;12;Norte;PA;Distribuidor;12;46,09;0,08;553,08;508,83
7578;02/10/2024 00:00;208;50;5;Sul;PR;Varejo;15;108,54;0,03;1628,1;1579,26
7579;28/08/2024 00:00;129;52;25;Sudeste;MG;Varejo;8;121,44;0;971,52;971,52
7580;05/11/2024 00:00;59;53;23;Sul;SC;Varejo;8;115,7;0,08;925,6;851,55
7581;26/07/2024 00:00;54;43;16;Nordeste;RN;Hospitalar;9;179,33;0;1613,97;1613,97
7582;18/06/2024 00:00;65;8;14;Nordeste;PI;Varejo;31;116,84;0,04;3622,04;3477,16
7583;15/05/2024 00:00;34;25;2;Sudeste;MG;Varejo;17;185,1;0,02;3146,7;3083,77
7584;22/09/2024 00:00;186;34;25;Nordeste;PE;Varejo;10;130,43;0,11;1304,3;1160,83
7585;21/08/2024 00:00;49;1;16;Sudeste;RJ;Hospitalar;11;120,71;0,19;1327,81;1075,53
7586;11/11/2024 00:00;154;18;20;Sul;PR;Varejo;7;98,64;0,09;690,48;628,34
7587;12/01/2024 00:00;26;22;11;Sul;RS;Hospitalar;11;169,47;0,12;1864,17;1640,47
7588;15/07/2024 00:00;149;46;7;Norte;AP;Varejo;9;181,03;0,02;1629,27;1596,68
7589;25/03/2024 00:00;140;58;20;Sul;RS;Varejo;3;92,47;0,08;277,41;255,22
7590;05/06/2024 00:00;197;37;14;Sul;SC;Varejo;5;131,86;0,07;659,3;613,15
7591;16/08/2024 00:00;149;7;12;Norte;AP;Varejo;4;62,06;0,02;248,24;243,28
7592;28/07/2024 00:00;111;8;24;Centro-Oeste;MS;Varejo;24;116,96;0,05;2807,04;2666,69
7593;04/11/2024 00:00;106;12;11;Norte;PA;Hospitalar;23;99,55;0,02;2289,65;2243,86
7594;28/07/2024 00:00;151;20;17;Sudeste;SP;Hospitalar;11;58,47;0,1;643,17;578,85
7595;30/06/2024 00:00;88;5;21;Nordeste;PI;Varejo;11;80,97;0,08;890,67;819,42
7596;18/03/2024 00:00;27;51;10;Sudeste;SP;Varejo;31;25,27;0,08;783,37;720,7
7597;01/12/2024 00:00;165;43;21;Norte;PA;Varejo;6;147,65;0,05;885,9;841,6
7598;29/10/2024 00:00;52;28;25;Norte;TO;Hospitalar;26;74,9;0,05;1947,4;1850,03
7599;27/01/2024 00:00;48;12;14;Sul;RS;Hospitalar;9;129,71;0,08;1167,39;1074
7600;24/03/2024 00:00;159;49;20;Sul;RS;Hospitalar;5;147,9;0,1;739,5;665,55
7601;26/03/2024 00:00;129;17;15;Sudeste;MG;Varejo;14;106,13;0,06;1485,82;1396,67
7602;22/04/2024 00:00;112;27;6;Nordeste;RN;Varejo;4;17,74;0,06;70,96;66,7
7603;10/04/2024 00:00;138;30;5;Sul;RS;Varejo;11;134,72;0,09;1481,92;1348,55
7604;23/08/2024 00:00;199;52;24;Norte;RO;Varejo;13;113,62;0,05;1477,06;1403,21
7605;05/11/2024 00:00;160;23;22;Sudeste;RJ;Varejo;14;54,75;0,1;766,5;689,85
7606;07/08/2024 00:00;7;19;12;Norte;RR;Varejo;9;17,17;0,02;154,53;151,44
7607;27/08/2024 00:00;19;53;21;Sudeste;SP;Varejo;6;115,67;0,17;694,02;576,04
7608;19/05/2024 00:00;151;9;24;Sudeste;SP;Hospitalar;6;146,22;0,08;877,32;807,13
7609;26/11/2024 00:00;176;10;11;Sudeste;SP;Varejo;17;125,08;0,15;2126,36;1807,41
7610;25/09/2024 00:00;14;35;1;Centro-Oeste;GO;Distribuidor;20;60,46;0,01;1209,2;1197,11
7611;20/12/2024 00:00;53;12;11;Nordeste;BA;Varejo;1;115,6;0,11;115,6;102,88
7612;28/07/2024 00:00;16;57;1;Norte;PA;Distribuidor;15;101,65;0,03;1524,75;1479,01
7613;25/03/2024 00:00;92;19;1;Centro-Oeste;DF;Varejo;16;16,06;0,1;256,96;231,26
7614;26/11/2024 00:00;59;41;19;Sul;SC;Varejo;14;129,38;0,11;1811,32;1612,07
7615;01/06/2024 00:00;164;12;13;Sul;RS;Distribuidor;9;119,03;0,06;1071,27;1006,99
7616;02/04/2024 00:00;110;48;6;Centro-Oeste;MS;Varejo;19;68,71;0,13;1305,49;1135,78
7617;18/01/2024 00:00;77;57;15;Sudeste;MG;Varejo;15;90,4;0,09;1356;1233,96
7618;19/11/2024 00:00;28;40;23;Sudeste;RJ;Varejo;5;42,92;0,06;214,6;201,72
7619;26/02/2024 00:00;108;14;11;Centro-Oeste;GO;Hospitalar;6;132,48;0,06;794,88;747,19
7620;29/08/2024 00:00;86;15;3;Sudeste;MG;Distribuidor;28;31,78;0,02;889,84;872,04
7621;30/03/2024 00:00;82;23;18;Sul;PR;Varejo;10;63,47;0,03;634,7;615,66
7622;08/10/2024 00:00;46;2;4;Nordeste;PB;Varejo;17;83,34;0,05;1416,78;1345,94
7623;02/11/2024 00:00;209;47;22;Norte;AP;Varejo;26;109,22;0,04;2839,72;2726,13
7624;08/10/2024 00:00;114;54;21;Sul;SC;Varejo;3;108,43;0,09;325,29;296,01
7625;23/11/2024 00:00;25;8;12;Sul;PR;Varejo;7;97,22;0,01;680,54;673,73
7626;06/09/2024 00:00;54;60;1;Nordeste;RN;Hospitalar;6;119,05;0,05;714,3;678,58
7627;09/06/2024 00:00;169;21;3;Sul;RS;Varejo;13;128,81;0,11;1674,53;1490,33
7628;06/07/2024 00:00;56;22;15;Nordeste;PE;Varejo;11;197,06;0,06;2167,66;2037,6
7629;23/09/2024 00:00;14;3;10;Centro-Oeste;GO;Distribuidor;11;161,98;0,1;1781,78;1603,6
7630;29/09/2024 00:00;159;56;19;Sul;RS;Hospitalar;22;143,3;0,05;3152,6;2994,97
7631;25/11/2024 00:00;58;25;20;Sul;RS;Varejo;23;181,31;0,03;4170,13;4045,03
7632;11/06/2024 00:00;83;31;2;Sul;RS;Varejo;15;163,43;0,06;2451,45;2304,36
7633;16/12/2024 00:00;3;38;3;Centro-Oeste;DF;Hospitalar;21;158,31;0,06;3324,51;3125,04
7634;12/11/2024 00:00;121;47;12;Norte;TO;Varejo;13;126,33;0,13;1642,29;1428,79
7635;26/08/2024 00:00;97;33;17;Norte;RO;Varejo;8;129,15;0,04;1033,2;991,87
7636;07/01/2024 00:00;163;29;16;Nordeste;CE;Varejo;21;149,51;0,1;3139,71;2825,74
7637;29/02/2024 00:00;138;26;17;Sul;RS;Varejo;4;58,08;0;232,32;232,32
7638;14/11/2024 00:00;193;54;10;Sudeste;ES;Varejo;8;118,85;0,11;950,8;846,21
7639;09/09/2024 00:00;117;46;6;Sul;PR;Varejo;8;193,17;0,08;1545,36;1421,73
7640;16/04/2024 00:00;179;22;4;Centro-Oeste;DF;Varejo;16;157,92;0,05;2526,72;2400,38
7641;24/10/2024 00:00;137;48;2;Sudeste;MG;Varejo;7;79,08;0,02;553,56;542,49
7642;05/06/2024 00:00;93;53;13;Sul;PR;Varejo;9;106,69;0,02;960,21;941,01
7643;03/02/2024 00:00;62;28;17;Norte;AP;Varejo;17;69,26;0;1177,42;1177,42
7644;29/06/2024 00:00;145;41;23;Centro-Oeste;MT;Varejo;4;121,18;0,05;484,72;460,48
7645;13/02/2024 00:00;158;41;12;Nordeste;AL;Varejo;4;107,7;0;430,8;430,8
7646;04/10/2024 00:00;82;13;7;Sul;PR;Varejo;9;172,15;0;1549,35;1549,35
7647;07/10/2024 00:00;112;26;3;Nordeste;RN;Varejo;11;65,19;0,03;717,09;695,58
7648;19/08/2024 00:00;12;56;6;Nordeste;PE;Varejo;3;139,31;0,1;417,93;376,14
7649;05/04/2024 00:00;114;34;13;Sul;SC;Varejo;11;140,96;0,04;1550,56;1488,54
7650;04/03/2024 00:00;42;59;1;Sul;SC;Varejo;7;53,59;0,02;375,13;367,63
7651;21/02/2024 00:00;51;25;14;Centro-Oeste;DF;Distribuidor;13;195,24;0,03;2538,12;2461,98
7652;15/07/2024 00:00;65;29;23;Nordeste;PI;Varejo;18;176,72;0,1;3180,96;2862,86
7653;12/03/2024 00:00;93;26;7;Sul;PR;Varejo;13;55,98;0,19;727,74;589,47
7654;20/11/2024 00:00;75;7;3;Nordeste;MA;Hospitalar;28;73,24;0;2050,72;2050,72
7655;28/11/2024 00:00;84;52;11;Sudeste;SP;Varejo;6;141,02;0,05;846,12;803,81
7656;11/07/2024 00:00;67;47;9;Nordeste;PE;Varejo;5;104,49;0,1;522,45;470,2
7657;03/07/2024 00:00;126;54;8;Norte;PA;Varejo;4;97,36;0,01;389,44;385,55
7658;03/05/2024 00:00;177;32;11;Sul;RS;Varejo;3;95,23;0;285,69;285,69
7659;29/07/2024 00:00;44;28;21;Sudeste;SP;Varejo;13;72,91;0,1;947,83;853,05
7660;15/09/2024 00:00;183;54;22;Norte;PA;Distribuidor;19;86,42;0,02;1641,98;1609,14
7661;18/12/2024 00:00;7;26;22;Norte;RR;Varejo;5;55,84;0,11;279,2;248,49
7662;01/08/2024 00:00;111;4;10;Centro-Oeste;MS;Varejo;11;94,28;0,07;1037,08;964,48
7663;02/01/2024 00:00;78;18;12;Sudeste;MG;Varejo;8;105,95;0,1;847,6;762,84
7664;30/01/2024 00:00;73;15;24;Nordeste;RN;Varejo;9;31,49;0,11;283,41;252,23
7665;20/04/2024 00:00;49;59;12;Sudeste;RJ;Hospitalar;6;52,76;0,15;316,56;269,08
7666;16/01/2024 00:00;48;41;8;Sul;RS;Hospitalar;13;123,62;0,06;1607,06;1510,64
